"altura","peso","imc","sexo","escolaridade","profissao","fumante","fumante.n","salario","carro","filho"
"16394",1.37,49.7,26.48,"F","1º Grau","Biológicas","sim",1,2926.85,0,2
"16395",1.51,55.35,24.28,"M","Doutorado","Exatas","sim",1,2674.29,3,0
"16396",1.51,55.28,24.24,"M","Doutorado","Exatas","sim",1,3027.86,2,0
"16397",1.32,47.95,27.52,"M","Mestrado","Humanas","não",0,3079.89,2,0
"16398",1.47,53.96,24.97,"M","Doutorado","Exatas","não",0,2778.84,1,1
"16399",1.42,51.73,25.65,"M","PósDoc","Biológicas","não",0,3145.66,3,0
"16400",1.37,49.63,26.44,"M","Doutorado","Exatas","não",0,2508.11,3,2
"16401",1.39,50.43,26.1,"M","Mestrado","Exatas","sim",1,3098.63,3,0
"16402",1.52,55.94,24.21,"F","Analfabeto","Exatas","não",0,4161.04,3,2
"16403",1.57,57.68,23.4,"F","Doutorado","Exatas","sim",1,2776.3,2,2
"16404",1.38,50.01,26.26,"F","PósDoc","Exatas","sim",1,3436.34,3,2
"16405",1.38,50.33,26.43,"M","2º Grau","Biológicas","sim",1,3044.16,3,0
"16406",1.44,52.61,25.37,"F","3º Grau","Biológicas","sim",1,3040.66,0,0
"16407",1.57,57.99,23.53,"M","2º Grau","Exatas","não",0,2747.71,0,0
"16408",1.61,59.29,22.87,"M","Mestrado","Humanas","sim",1,3402.02,3,0
"16409",1.4,50.94,25.99,"F","PósDoc","Exatas","não",0,2953.37,2,2
"16410",1.47,53.94,24.96,"M","PósDoc","Exatas","não",0,2794.94,1,2
"16411",1.49,54.48,24.54,"M","Mestrado","Humanas","sim",1,3398.94,0,1
"16412",1.51,55.45,24.32,"M","PósDoc","Biológicas","não",0,2601.28,0,0
"16413",1.58,58.33,23.37,"F","Mestrado","Humanas","não",0,3226.9,1,0
"16414",1.61,59.52,22.96,"M","Analfabeto","Exatas","não",0,3017.36,3,2
"16415",1.68,62.37,22.1,"F","Mestrado","Humanas","não",0,2297.91,1,0
"16416",1.47,53.97,24.98,"F","1º Grau","Biológicas","não",0,3167.1,2,0
"16417",1.52,55.75,24.13,"F","3º Grau","Biológicas","sim",1,2992.16,3,0
"16418",1.61,59.51,22.96,"M","3º Grau","Biológicas","sim",1,2618.03,3,0
"16419",1.43,52.39,25.62,"M","3º Grau","Biológicas","não",0,3250.45,3,2
"16420",1.59,58.67,23.21,"F","Analfabeto","Exatas","não",0,2892.12,1,0
"16421",1.5,54.87,24.39,"M","PósDoc","Exatas","sim",1,3242.78,0,2
"16422",1.48,54.05,24.68,"M","2º Grau","Exatas","sim",1,3177.7,3,2
"16423",1.44,52.47,25.3,"F","PósDoc","Exatas","sim",1,3046.8,3,0
"16424",1.32,47.6,27.32,"M","2º Grau","Biológicas","não",0,3245.07,1,2
"16425",1.48,54.16,24.73,"M","1º Grau","Biológicas","não",0,2786.57,1,1
"16426",1.49,54.48,24.54,"F","Analfabeto","Biológicas","sim",1,2684.46,3,2
"16427",1.46,53.21,24.96,"M","3º Grau","Humanas","sim",1,2394.42,1,2
"16428",1.55,57.14,23.78,"F","1º Grau","Humanas","não",0,2566.48,3,2
"16429",1.5,55,24.44,"M","Doutorado","Exatas","sim",1,2409.22,0,1
"16430",1.56,57.52,23.64,"M","3º Grau","Humanas","sim",1,3900.59,3,2
"16431",1.44,52.74,25.43,"M","Mestrado","Biológicas","sim",1,2996.6,0,0
"16432",1.43,52.21,25.53,"M","Analfabeto","Biológicas","não",0,2821.32,2,1
"16433",1.47,53.74,24.87,"M","1º Grau","Biológicas","não",0,3525.92,3,0
"16434",1.53,56.07,23.95,"M","1º Grau","Biológicas","sim",1,3580.16,3,1
"16435",1.55,56.82,23.65,"M","Doutorado","Exatas","sim",1,2203.5,3,0
"16436",1.62,59.88,22.82,"F","Doutorado","Humanas","não",0,2178.67,1,1
"16437",1.45,53.18,25.29,"M","1º Grau","Biológicas","sim",1,2408.01,3,2
"16438",1.76,65.54,21.16,"M","Mestrado","Humanas","não",0,2165.98,0,0
"16439",1.57,57.67,23.4,"F","Mestrado","Biológicas","sim",1,3319.19,0,2
"16440",1.36,49.39,26.7,"M","Analfabeto","Humanas","não",0,2731.39,2,0
"16441",1.53,56,23.92,"F","Doutorado","Humanas","não",0,2415.14,3,1
"16442",1.72,63.96,21.62,"F","Mestrado","Biológicas","sim",1,3235.06,0,1
"16443",1.45,53.19,25.3,"F","Mestrado","Humanas","não",0,3026.06,0,2
"16444",1.34,48.67,27.11,"F","Analfabeto","Biológicas","não",0,2240.71,3,1
"16445",1.52,55.92,24.2,"M","Doutorado","Exatas","sim",1,3125.92,0,1
"16446",1.4,51.06,26.05,"M","2º Grau","Humanas","sim",1,3105.07,0,0
"16447",1.54,56.52,23.83,"F","3º Grau","Biológicas","não",0,3656.74,2,1
"16448",1.53,56.1,23.97,"M","PósDoc","Humanas","sim",1,3178.94,3,1
"16449",1.45,53.07,25.24,"M","3º Grau","Biológicas","sim",1,3114.25,1,2
"16450",1.42,51.71,25.64,"M","Analfabeto","Biológicas","sim",1,2675.57,0,2
"16451",1.32,47.63,27.34,"M","PósDoc","Humanas","não",0,3049.32,3,0
"16452",1.46,53.55,25.12,"F","2º Grau","Humanas","não",0,2474.24,0,2
"16453",1.28,46.09,28.13,"F","Doutorado","Humanas","sim",1,3461.73,1,2
"16454",1.29,46.72,28.08,"F","Mestrado","Biológicas","não",0,3248.92,3,2
"16455",1.53,56.26,24.03,"M","Analfabeto","Exatas","sim",1,2329.83,3,2
"16456",1.47,53.99,24.98,"M","Mestrado","Humanas","não",0,2665.34,3,0
"16457",1.35,49.05,26.91,"F","Doutorado","Exatas","não",0,2547.92,0,1
"16458",1.66,61.53,22.33,"M","2º Grau","Biológicas","não",0,2730.65,1,0
"16459",1.62,59.92,22.83,"M","3º Grau","Biológicas","sim",1,2963,2,2
"16460",1.58,58.22,23.32,"F","Doutorado","Exatas","não",0,2930.6,2,1
"16461",1.54,56.77,23.94,"M","Analfabeto","Humanas","não",0,2871.57,3,2
"16462",1.34,48.5,27.01,"F","1º Grau","Biológicas","não",0,2855.71,1,2
"16463",1.59,58.5,23.14,"M","1º Grau","Exatas","não",0,3217.92,1,1
"16464",1.4,51.14,26.09,"F","PósDoc","Humanas","não",0,3134.74,2,1
"16465",1.36,49.47,26.75,"F","2º Grau","Biológicas","não",0,2934.06,2,1
"16466",1.61,59.5,22.95,"M","Doutorado","Humanas","sim",1,3240.88,2,2
"16467",1.34,48.67,27.11,"F","Analfabeto","Exatas","não",0,2626.18,3,2
"16468",1.46,53.27,24.99,"F","Analfabeto","Exatas","sim",1,3280.62,1,1
"16469",1.32,47.78,27.42,"F","Doutorado","Biológicas","sim",1,2453.3,2,2
"16470",1.38,50.3,26.41,"M","Analfabeto","Humanas","não",0,2623.52,2,2
"16471",1.46,53.43,25.07,"F","Analfabeto","Humanas","não",0,2810.21,2,0
"16472",1.5,54.92,24.41,"F","Doutorado","Biológicas","sim",1,2688.32,3,1
"16473",1.52,55.64,24.08,"M","1º Grau","Humanas","sim",1,3571.89,0,0
"16474",1.51,55.49,24.34,"M","1º Grau","Humanas","sim",1,2427.01,0,1
"16475",1.33,48.33,27.32,"F","3º Grau","Humanas","não",0,2733.32,0,1
"16476",1.52,55.7,24.11,"F","1º Grau","Humanas","não",0,2804.15,0,0
"16477",1.51,55.24,24.23,"F","1º Grau","Biológicas","sim",1,3148.05,3,0
"16478",1.64,60.6,22.53,"F","Analfabeto","Exatas","não",0,2807.26,1,2
"16479",1.44,52.72,25.42,"F","2º Grau","Exatas","não",0,2918.96,0,1
"16480",1.38,50.05,26.28,"M","3º Grau","Biológicas","não",0,2226.47,2,0
"16481",1.49,54.78,24.67,"M","1º Grau","Exatas","não",0,2496.48,0,0
"16482",1.31,47.58,27.73,"M","3º Grau","Biológicas","não",0,2481.29,0,1
"16483",1.44,52.4,25.27,"M","PósDoc","Biológicas","não",0,3309.07,0,0
"16484",1.43,52.08,25.47,"M","2º Grau","Exatas","não",0,3383.52,1,0
"16485",1.53,56.39,24.09,"F","3º Grau","Humanas","não",0,2932.05,3,0
"16486",1.63,60.06,22.61,"F","3º Grau","Exatas","não",0,2917.82,1,2
"16487",1.4,51.13,26.09,"F","3º Grau","Biológicas","não",0,2543.86,0,1
"16488",1.56,57.39,23.58,"M","Analfabeto","Exatas","não",0,2684.48,3,1
"16489",1.51,55.59,24.38,"M","Doutorado","Biológicas","sim",1,3136.58,3,0
"16490",1.59,58.54,23.16,"F","Analfabeto","Biológicas","sim",1,3840.02,1,1
"16491",1.32,47.86,27.47,"F","2º Grau","Humanas","não",0,3630.95,1,0
"16492",1.58,58.3,23.35,"F","PósDoc","Biológicas","não",0,3065.86,1,0
"16493",1.46,53.42,25.06,"M","PósDoc","Biológicas","não",0,2516.37,3,0
"16494",1.56,57.37,23.57,"F","Doutorado","Biológicas","sim",1,2091.69,2,0
"16495",1.37,49.72,26.49,"F","Mestrado","Humanas","sim",1,3191.07,2,1
"16496",1.41,51.35,25.83,"F","1º Grau","Exatas","não",0,2755.12,3,2
"16497",1.64,60.48,22.49,"M","3º Grau","Humanas","não",0,2658.04,2,2
"16498",1.38,50.04,26.28,"M","Analfabeto","Biológicas","não",0,3091.64,0,1
"16499",1.53,56.26,24.03,"M","Mestrado","Humanas","sim",1,3091.47,2,0
"16500",1.57,57.69,23.4,"F","1º Grau","Exatas","não",0,3105.87,1,1
"16501",1.41,51.29,25.8,"F","Mestrado","Humanas","não",0,3456.81,0,1
"16502",1.52,55.83,24.16,"F","1º Grau","Biológicas","não",0,2874.85,0,0
"16503",1.54,56.44,23.8,"F","3º Grau","Exatas","sim",1,3328.6,2,1
"16504",1.39,50.6,26.19,"M","PósDoc","Exatas","sim",1,3667.71,3,1
"16505",1.45,52.94,25.18,"M","2º Grau","Humanas","não",0,2803.28,3,2
"16506",1.57,57.81,23.45,"M","PósDoc","Humanas","sim",1,3231.27,1,1
"16507",1.33,48.29,27.3,"M","2º Grau","Humanas","não",0,2824.9,0,1
"16508",1.34,48.75,27.15,"F","Mestrado","Biológicas","não",0,3109.26,3,2
"16509",1.53,56.16,23.99,"M","Analfabeto","Humanas","sim",1,3387.04,3,0
"16510",1.44,52.72,25.42,"M","PósDoc","Exatas","não",0,2967.79,2,2
"16511",1.37,49.6,26.43,"F","Doutorado","Biológicas","sim",1,2966.71,1,1
"16512",1.61,59.24,22.85,"F","Mestrado","Exatas","não",0,3061.58,3,1
"16513",1.5,54.95,24.42,"M","3º Grau","Exatas","não",0,3661.84,1,2
"16514",1.5,54.98,24.44,"M","Doutorado","Biológicas","não",0,3005.01,1,2
"16515",1.5,55.09,24.48,"F","Analfabeto","Exatas","não",0,2565.41,1,1
"16516",1.47,53.61,24.81,"M","Doutorado","Exatas","sim",1,2835.12,2,1
"16517",1.55,57.17,23.8,"F","PósDoc","Humanas","não",0,3722,2,2
"16518",1.52,55.99,24.23,"F","Mestrado","Biológicas","não",0,3106.13,3,0
"16519",1.44,52.71,25.42,"M","2º Grau","Exatas","não",0,3719.31,3,1
"16520",1.52,55.76,24.13,"F","PósDoc","Biológicas","não",0,3714.27,1,1
"16521",1.5,55.05,24.47,"M","Doutorado","Exatas","não",0,3323.02,1,1
"16522",1.34,48.43,26.97,"F","2º Grau","Humanas","não",0,2901.26,2,0
"16523",1.44,52.66,25.4,"M","Doutorado","Biológicas","não",0,2744.89,1,1
"16524",1.41,51.34,25.82,"F","1º Grau","Exatas","não",0,2747.84,0,1
"16525",1.52,55.98,24.23,"M","Analfabeto","Exatas","sim",1,3296.24,2,1
"16526",1.43,52.08,25.47,"F","PósDoc","Humanas","sim",1,3229.28,1,1
"16527",1.58,58.19,23.31,"M","3º Grau","Humanas","não",0,2401.68,1,0
"16528",1.54,56.7,23.91,"M","Analfabeto","Exatas","não",0,2917.63,3,0
"16529",1.62,59.93,22.84,"M","PósDoc","Humanas","não",0,2884.27,2,1
"16530",1.41,51.45,25.88,"M","Analfabeto","Humanas","não",0,3187.74,0,0
"16531",1.32,47.79,27.43,"M","PósDoc","Biológicas","sim",1,3651.04,2,2
"16532",1.39,50.64,26.21,"F","PósDoc","Humanas","sim",1,3321.79,3,2
"16533",1.56,57.45,23.61,"M","PósDoc","Exatas","sim",1,3396.66,3,2
"16534",1.55,56.86,23.67,"M","Mestrado","Exatas","sim",1,3130.41,0,1
"16535",1.58,58.39,23.39,"F","3º Grau","Biológicas","sim",1,2992.91,1,1
"16536",1.46,53.26,24.99,"M","PósDoc","Biológicas","não",0,2806.98,0,2
"16537",1.34,48.52,27.02,"M","Analfabeto","Humanas","não",0,2755.81,0,2
"16538",1.37,49.92,26.6,"F","PósDoc","Biológicas","não",0,2983.63,2,0
"16539",1.58,58.03,23.25,"M","3º Grau","Exatas","não",0,3034.64,0,2
"16540",1.52,55.93,24.21,"F","3º Grau","Biológicas","sim",1,2690.59,3,0
"16541",1.34,48.66,27.1,"F","PósDoc","Biológicas","sim",1,3140.59,3,2
"16542",1.39,50.57,26.17,"F","3º Grau","Humanas","sim",1,3488.31,3,0
"16543",1.4,51.19,26.12,"M","1º Grau","Humanas","sim",1,2684.11,3,1
"16544",1.44,52.68,25.41,"M","Analfabeto","Biológicas","sim",1,3417.1,3,2
"16545",1.49,54.65,24.62,"F","Doutorado","Exatas","sim",1,2572.44,1,2
"16546",1.44,52.45,25.29,"F","Analfabeto","Humanas","sim",1,3195.81,0,2
"16547",1.55,57.2,23.81,"M","Mestrado","Exatas","sim",1,3557.88,0,1
"16548",1.44,52.44,25.29,"F","1º Grau","Biológicas","não",0,2868.32,0,0
"16549",1.44,52.45,25.29,"M","2º Grau","Biológicas","não",0,1813.08,0,1
"16550",1.46,53.45,25.08,"F","1º Grau","Exatas","sim",1,2945.87,3,0
"16551",1.42,51.62,25.6,"M","Doutorado","Exatas","sim",1,3378.39,1,0
"16552",1.63,60.29,22.69,"M","Doutorado","Humanas","não",0,3236.51,2,1
"16553",1.4,51.08,26.06,"F","PósDoc","Biológicas","não",0,3154.84,1,0
"16554",1.41,51.24,25.77,"M","3º Grau","Biológicas","não",0,2623.78,2,0
"16555",1.57,57.89,23.49,"M","Analfabeto","Biológicas","sim",1,3387.91,3,2
"16556",1.46,53.35,25.03,"F","2º Grau","Exatas","não",0,3006.41,3,1
"16557",1.63,60.36,22.72,"M","Analfabeto","Humanas","não",0,2301.15,2,0
"16558",1.44,52.72,25.42,"F","PósDoc","Humanas","sim",1,3309.07,3,2
"16559",1.57,57.99,23.53,"M","PósDoc","Humanas","não",0,3139.88,2,1
"16560",1.65,60.83,22.34,"M","PósDoc","Exatas","não",0,3451.45,3,2
"16561",1.47,53.64,24.82,"F","2º Grau","Exatas","não",0,2790.97,3,1
"16562",1.43,52.1,25.48,"F","Doutorado","Exatas","não",0,3240.93,2,2
"16563",1.37,49.83,26.55,"M","PósDoc","Exatas","não",0,2964.18,3,2
"16564",1.58,58.37,23.38,"F","Analfabeto","Humanas","sim",1,3324,2,1
"16565",1.34,48.59,27.06,"M","Analfabeto","Biológicas","não",0,3145.5,2,2
"16566",1.37,49.8,26.53,"F","1º Grau","Humanas","não",0,2650.77,2,1
"16567",1.48,54.03,24.67,"F","Analfabeto","Humanas","sim",1,3356.48,3,1
"16568",1.66,61.5,22.32,"M","Mestrado","Humanas","não",0,3643.28,0,1
"16569",1.59,58.58,23.17,"M","PósDoc","Biológicas","não",0,2910.9,1,1
"16570",1.4,51.13,26.09,"F","Analfabeto","Humanas","sim",1,2157.85,2,1
"16571",1.48,54.07,24.68,"F","Mestrado","Exatas","não",0,2570.92,2,2
"16572",1.51,55.47,24.33,"M","Doutorado","Biológicas","sim",1,2840.92,0,2
"16573",1.49,54.79,24.68,"M","2º Grau","Humanas","não",0,2524.27,1,2
"16574",1.38,50.03,26.27,"F","Doutorado","Humanas","sim",1,2801.78,3,1
"16575",1.73,64.02,21.39,"M","Analfabeto","Humanas","sim",1,2839.8,0,0
"16576",1.67,61.92,22.2,"F","2º Grau","Humanas","não",0,2241.1,1,1
"16577",1.51,55.6,24.38,"F","3º Grau","Humanas","sim",1,2704.66,2,0
"16578",1.61,59.36,22.9,"M","Doutorado","Exatas","não",0,2991.37,0,2
"16579",1.56,57.58,23.66,"F","Mestrado","Humanas","não",0,3399.1,0,0
"16580",1.43,52.29,25.57,"M","Mestrado","Humanas","sim",1,2953.73,0,2
"16581",1.58,58.24,23.33,"F","Analfabeto","Biológicas","sim",1,3136.28,0,2
"16582",1.38,50.22,26.37,"M","3º Grau","Exatas","sim",1,2365.87,1,2
"16583",1.46,53.28,25,"M","PósDoc","Humanas","não",0,2526.57,1,1
"16584",1.49,54.41,24.51,"F","Analfabeto","Exatas","sim",1,2870,2,2
"16585",1.4,50.91,25.97,"F","Mestrado","Exatas","não",0,2938.99,0,1
"16586",1.45,52.89,25.16,"M","Doutorado","Humanas","sim",1,3166.29,3,0
"16587",1.52,55.94,24.21,"M","Mestrado","Humanas","não",0,3083.03,2,0
"16588",1.61,59.26,22.86,"F","3º Grau","Humanas","não",0,3018.35,1,1
"16589",1.43,52.18,25.52,"M","2º Grau","Biológicas","não",0,3344.23,2,1
"16590",1.43,52.14,25.5,"F","2º Grau","Biológicas","não",0,3190.59,2,1
"16591",1.59,58.74,23.23,"F","3º Grau","Humanas","sim",1,3178.36,2,0
"16592",1.46,53.24,24.98,"F","2º Grau","Humanas","não",0,3289.7,2,1
"16593",1.71,63.47,21.71,"M","Doutorado","Biológicas","não",0,3229.47,3,1
"16594",1.52,55.87,24.18,"M","Doutorado","Exatas","não",0,3673.17,0,2
"16595",1.67,61.86,22.18,"F","2º Grau","Exatas","não",0,2192.69,2,1
"16596",1.63,60.09,22.62,"F","Doutorado","Humanas","não",0,2981.66,0,2
"16597",1.24,44.66,29.05,"F","PósDoc","Exatas","não",0,3153.93,2,1
"16598",1.42,51.68,25.63,"F","PósDoc","Humanas","não",0,2803.92,3,2
"16599",1.45,53.07,25.24,"M","3º Grau","Exatas","sim",1,3301.18,1,2
"16600",1.67,61.9,22.2,"M","1º Grau","Biológicas","não",0,3353.53,2,0
"16601",1.54,56.59,23.86,"M","Doutorado","Biológicas","não",0,3312.51,0,1
"16602",1.53,56.09,23.96,"M","1º Grau","Humanas","sim",1,3284.63,0,0
"16603",1.67,61.84,22.17,"M","PósDoc","Exatas","não",0,2373.67,0,2
"16604",1.42,51.91,25.74,"F","Doutorado","Exatas","sim",1,2941.04,0,2
"16605",1.52,55.97,24.23,"F","PósDoc","Biológicas","não",0,3023.53,2,1
"16606",1.45,53.1,25.26,"M","Analfabeto","Humanas","sim",1,2769.84,2,0
"16607",1.55,57.01,23.73,"M","1º Grau","Exatas","não",0,2533.85,3,2
"16608",1.42,51.85,25.71,"F","PósDoc","Exatas","não",0,3205.08,3,0
"16609",1.28,46.4,28.32,"M","3º Grau","Humanas","não",0,3584.65,1,2
"16610",1.56,57.52,23.64,"F","3º Grau","Humanas","não",0,2759.99,2,1
"16611",1.47,53.69,24.85,"M","2º Grau","Exatas","sim",1,3170.82,0,2
"16612",1.49,54.78,24.67,"F","PósDoc","Biológicas","sim",1,3397.78,0,1
"16613",1.55,57,23.73,"M","Doutorado","Biológicas","não",0,2889.95,0,2
"16614",1.48,54.06,24.68,"F","PósDoc","Biológicas","não",0,2719.07,0,2
"16615",1.54,56.63,23.88,"F","3º Grau","Humanas","não",0,3193.67,0,0
"16616",1.49,54.58,24.58,"F","Analfabeto","Biológicas","sim",1,2814.5,2,1
"16617",1.67,61.73,22.13,"F","Analfabeto","Humanas","não",0,3253.03,3,0
"16618",1.66,61.23,22.22,"F","1º Grau","Biológicas","não",0,2749.58,1,1
"16619",1.41,51.46,25.88,"F","PósDoc","Biológicas","sim",1,2965.15,0,1
"16620",1.39,50.5,26.14,"M","3º Grau","Biológicas","não",0,2899.1,1,2
"16621",1.51,55.26,24.24,"M","PósDoc","Exatas","não",0,3112.28,0,0
"16622",1.37,49.69,26.47,"F","Analfabeto","Biológicas","não",0,2436.09,3,2
"16623",1.41,51.29,25.8,"F","Doutorado","Humanas","sim",1,2556.31,2,2
"16624",1.41,51.36,25.83,"F","3º Grau","Humanas","sim",1,2055.47,3,2
"16625",1.39,50.46,26.12,"M","2º Grau","Humanas","sim",1,3391.3,2,0
"16626",1.61,59.6,22.99,"F","2º Grau","Biológicas","não",0,2403.05,2,1
"16627",1.4,51.1,26.07,"M","1º Grau","Exatas","sim",1,2997.19,1,0
"16628",1.6,59.03,23.06,"F","Analfabeto","Biológicas","não",0,2957.66,2,0
"16629",1.46,53.25,24.98,"F","PósDoc","Exatas","não",0,3180.44,3,0
"16630",1.63,60.27,22.68,"M","1º Grau","Humanas","sim",1,3139.34,2,0
"16631",1.48,54.07,24.68,"F","Mestrado","Humanas","não",0,2942.66,0,0
"16632",1.66,61.34,22.26,"F","1º Grau","Humanas","não",0,2597.46,0,1
"16633",1.29,46.64,28.03,"M","2º Grau","Humanas","não",0,3109.99,1,2
"16634",1.61,59.46,22.94,"F","2º Grau","Biológicas","não",0,3826.32,3,2
"16635",1.66,61.45,22.3,"M","3º Grau","Biológicas","sim",1,3743.21,2,0
"16636",1.53,56.31,24.05,"F","3º Grau","Exatas","sim",1,3707.91,3,0
"16637",1.66,61.37,22.27,"F","2º Grau","Exatas","não",0,3628.53,3,1
"16638",1.35,49.16,26.97,"F","Mestrado","Exatas","não",0,2808.91,0,0
"16639",1.58,58.04,23.25,"F","Mestrado","Humanas","não",0,2643.87,0,1
"16640",1.63,60.08,22.61,"M","PósDoc","Humanas","não",0,2738.44,1,2
"16641",1.53,56.12,23.97,"M","1º Grau","Biológicas","sim",1,3400.41,2,0
"16642",1.59,58.75,23.24,"M","Analfabeto","Biológicas","não",0,3657.06,0,0
"16643",1.44,52.46,25.3,"F","2º Grau","Biológicas","sim",1,3293.84,2,0
"16644",1.42,51.91,25.74,"F","Doutorado","Humanas","não",0,2663.53,1,1
"16645",1.56,57.59,23.66,"M","1º Grau","Humanas","sim",1,2589.05,0,0
"16646",1.46,53.59,25.14,"F","3º Grau","Humanas","não",0,3061.65,0,1
"16647",1.34,48.73,27.14,"F","Doutorado","Humanas","não",0,2179.41,3,2
"16648",1.52,55.72,24.12,"M","3º Grau","Humanas","não",0,3453.34,3,0
"16649",1.5,54.82,24.36,"M","3º Grau","Biológicas","não",0,3114.46,1,2
"16650",1.6,58.95,23.03,"F","3º Grau","Biológicas","não",0,2755.84,1,0
"16651",1.61,59.35,22.9,"M","Doutorado","Humanas","sim",1,3187.86,0,0
"16652",1.52,55.99,24.23,"F","Mestrado","Biológicas","não",0,2940.91,2,0
"16653",1.49,54.71,24.64,"M","Mestrado","Exatas","sim",1,2723.25,1,1
"16654",1.52,55.81,24.16,"F","3º Grau","Exatas","sim",1,2961.5,2,2
"16655",1.34,48.47,26.99,"M","Doutorado","Biológicas","não",0,3289.35,2,2
"16656",1.52,55.63,24.08,"M","2º Grau","Biológicas","não",0,2713.87,1,1
"16657",1.61,59.28,22.87,"M","Doutorado","Humanas","não",0,3531.57,2,2
"16658",1.5,55.06,24.47,"F","2º Grau","Humanas","não",0,2535.55,2,0
"16659",1.41,51.51,25.91,"F","2º Grau","Humanas","sim",1,2768.56,3,0
"16660",1.62,59.65,22.73,"F","2º Grau","Biológicas","sim",1,3142.33,2,2
"16661",1.37,49.97,26.62,"F","Doutorado","Humanas","não",0,3097.59,0,0
"16662",1.45,53.14,25.27,"F","PósDoc","Biológicas","não",0,3236.48,0,2
"16663",1.54,56.43,23.79,"M","2º Grau","Exatas","não",0,3089.55,1,0
"16664",1.36,49.36,26.69,"F","Mestrado","Biológicas","sim",1,3822.01,2,1
"16665",1.42,51.89,25.73,"M","2º Grau","Humanas","sim",1,3398.76,0,2
"16666",1.38,50.24,26.38,"M","Mestrado","Biológicas","não",0,3218.88,1,1
"16667",1.42,51.86,25.72,"M","Mestrado","Humanas","sim",1,3075.37,3,0
"16668",1.48,54.2,24.74,"F","Analfabeto","Exatas","sim",1,2732.78,0,1
"16669",1.35,49.06,26.92,"F","Analfabeto","Humanas","não",0,2798.02,1,0
"16670",1.69,62.53,21.89,"M","Analfabeto","Humanas","sim",1,3324.42,3,0
"16671",1.5,55.04,24.46,"F","1º Grau","Biológicas","não",0,3363.4,3,0
"16672",1.43,52.35,25.6,"M","Analfabeto","Biológicas","sim",1,3550.27,2,1
"16673",1.38,50.31,26.42,"M","PósDoc","Humanas","não",0,2905.51,2,0
"16674",1.33,48.09,27.19,"M","Doutorado","Biológicas","não",0,3237.01,1,0
"16675",1.44,52.6,25.37,"F","1º Grau","Exatas","não",0,2985.51,1,2
"16676",1.43,52.03,25.44,"F","3º Grau","Humanas","sim",1,2786.18,0,0
"16677",1.57,57.97,23.52,"M","2º Grau","Exatas","não",0,3169.24,0,1
"16678",1.44,52.76,25.44,"M","Analfabeto","Exatas","sim",1,2821,0,2
"16679",1.53,56.07,23.95,"M","2º Grau","Exatas","não",0,2754.28,3,2
"16680",1.27,45.92,28.47,"M","1º Grau","Exatas","sim",1,3598.86,0,2
"16681",1.71,63.5,21.72,"F","Analfabeto","Humanas","não",0,3081.25,2,1
"16682",1.53,56.13,23.98,"M","PósDoc","Exatas","sim",1,3086.17,1,0
"16683",1.43,52.38,25.61,"F","1º Grau","Exatas","não",0,3410.19,0,2
"16684",1.23,44.38,29.33,"M","Analfabeto","Exatas","não",0,2801.82,0,2
"16685",1.36,49.51,26.77,"M","Analfabeto","Biológicas","não",0,3052.59,3,0
"16686",1.59,58.43,23.11,"M","Doutorado","Exatas","sim",1,2985.24,3,2
"16687",1.38,50.3,26.41,"F","Analfabeto","Exatas","não",0,3018.28,0,0
"16688",1.63,60.11,22.62,"F","PósDoc","Exatas","não",0,3035.86,3,1
"16689",1.79,66.5,20.75,"M","1º Grau","Biológicas","sim",1,3466.86,1,1
"16690",1.36,49.25,26.63,"M","3º Grau","Humanas","não",0,3491.66,0,2
"16691",1.45,52.91,25.17,"M","1º Grau","Biológicas","sim",1,3239.78,0,0
"16692",1.46,53.38,25.04,"F","PósDoc","Biológicas","não",0,2658.09,1,0
"16693",1.55,56.97,23.71,"M","Mestrado","Exatas","sim",1,3210.01,3,0
"16694",1.46,53.49,25.09,"F","Doutorado","Biológicas","sim",1,2582.6,2,2
"16695",1.42,51.61,25.6,"M","1º Grau","Biológicas","não",0,2899.9,0,0
"16696",1.52,55.72,24.12,"M","2º Grau","Humanas","não",0,3104.73,3,0
"16697",1.53,56.01,23.93,"M","PósDoc","Exatas","não",0,3341.23,1,2
"16698",1.52,55.75,24.13,"F","2º Grau","Exatas","sim",1,2785.29,3,1
"16699",1.44,52.63,25.38,"M","Mestrado","Biológicas","sim",1,2807.13,1,0
"16700",1.66,61.3,22.25,"M","Doutorado","Humanas","sim",1,2925.27,2,1
"16701",1.46,53.33,25.02,"M","3º Grau","Exatas","sim",1,3743.59,1,2
"16702",1.58,58.28,23.35,"F","3º Grau","Humanas","sim",1,2926.52,1,1
"16703",1.64,60.54,22.51,"F","Doutorado","Exatas","não",0,3277.2,3,0
"16704",1.43,52.33,25.59,"M","2º Grau","Humanas","não",0,3541.85,3,1
"16705",1.6,58.88,23,"M","2º Grau","Biológicas","sim",1,2901.59,0,0
